,Name,Author,Read,Home?,Series,# of Pages,Language,Purchase Year,Non Fiction,Publisher,Purchase Location
1169,Sodom'un 120 Günü,Marquis de Sade,FALSE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1170,Sofi'nin Dünyası,Jostein Gaarder,FALSE,TRUE,FALSE,,Turkish,-,FALSE,Pan Yayıncılık,-
1171,Sokağın Sonundaki Ev,Catriona Ward,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1172,Sokrates'in Savunması,Platon,TRUE,FALSE,FALSE,,Turkish,2015,FALSE,Türkiye İş Bankası Kültür Yayınları,D&R
1173,Son,Lois Lowry,TRUE,TRUE,TRUE,,Turkish,2016,FALSE,Harper Collins,Arkadaş Kitabevi
1174,Son Çağrı,Tim Powers,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,Alfa Yayınları,BKM Kitap
1175,Son Derece Tuhaf Bir Durum,Henry James,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Can Yayınları,Amazon
1176,Son Dilek,Andrzej Sapkowski,TRUE,FALSE,TRUE,,Turkish,2020,FALSE,Pegasus,n11
1177,Son Kahraman,Terry Pratchett,FALSE,TRUE,TRUE,244,Turkish,2025,FALSE,Delidolu,Kitapyurdu
1178,Son Konuşmamızdan Sonra Her Şey Daha Kötü Oldu,Eric LaRocca,TRUE,TRUE,FALSE,,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1179,Son Nöbet,Stephen King,TRUE,TRUE,TRUE,,Turkish,2020,FALSE,Altın Kitaplar,Nadir Kitap
1180,Son Olimposlu,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1181,Son Patron,F. Scott Fitzgerald,FALSE,TRUE,FALSE,192,Turkish,2019,FALSE,Can Yayınları,D&R
1182,Son Savaş,C.S. Lewis,TRUE,TRUE,TRUE,,Turkish,-,FALSE,Doğan Egmont,D&R
1183,Son Sınıf,Kadriye Macit,FALSE,TRUE,FALSE,,Turkish,2022,FALSE,Nemesis,Gift
1184,Sonbahar Ülkesi,Ray Bradbury,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1185,Sonlayanlar,Lissa Price,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,DEX,-
1186,Sonsuz Geceler,Neil Gaiman,FALSE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1187,Sonsuza Dek,Kiera Cass,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,DEX,-
1188,Sonsuza Kadar Yaşamanın Yolları,Sally Nichols,TRUE,FALSE,FALSE,,Turkish,-,FALSE,Tudem,-
1189,Sopalar ve Kemikler,Seanan McGuire,FALSE,TRUE,TRUE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1190,Soykırım,Orson Scott Card,TRUE,FALSE,TRUE,,Turkish,2017,FALSE,Altıkırkbeş Yayınları,-
1191,Söğütler,Algernon Blackwood,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1192,Sözde Kızlar,Peyami Safa,FALSE,TRUE,FALSE,240,Turkish,2019,FALSE,Ötüken,Kare Kırtasiye
1193,Space Chronicles,Neal DeGrasse Tyson,TRUE,FALSE,FALSE,,English,2016,TRUE,Norton,Arkadaş Kitabevi
1194,Space Invaders,Nona Fernandez,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1195,Spider-Men,"Bendis, Pichelli",TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Marmara Çizgi,Ankara Kitap Fuarı
1196,Sputnik Sevgilim,Haruki Murakami,FALSE,TRUE,FALSE,224,Turkish,2019,FALSE,Doğan Kitap,Fethiye Siyah Beyaz
1197,Spycatcher,"Peter Wright, Paul Greengrass",FALSE,FALSE,FALSE,,English,2018,FALSE,Heinemann Australia,Çalış Children's Charity
1198,Starsight,Brandon Sanderson,FALSE,TRUE,TRUE,,English,2020,FALSE,Gollancz,Bookdepository
1199,Steelheart,Brandon Sanderson,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,DEX,D&R
1200,Stepford Kadınları,Ira Levin,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1201,Stephen Hawking - Evrenin Başlangıcını Anlamak İçin Çizgibilim,"J.P. McEvoy, Oscar Zarate",FALSE,TRUE,FALSE,,Turkish,-,TRUE,NTV,-
1202,Stories of Ghosts and Mystery,"Joseph Sheridan Le Fanu, Rudyard Kipling, Nathaniel Hawthorne",FALSE,FALSE,FALSE,,English,2017,FALSE,Black Cat Publishing,Çalış Children's Charity
1203,Su,Buket Uzuner,TRUE,TRUE,TRUE,329,Turkish,2019,FALSE,Everest Yayınları,Fethiye Siyah Beyaz
1204,Suç ve Ceza,Dostoyevski,TRUE,TRUE,FALSE,,Turkish,2017,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1205,Sultanın Büyülü Kılıcı,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1206,Susannah'nın Şarkısı,Stephen King,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,Altın Kitaplar,İlknokta
1207,Süper Star'ın Kolyesi,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1208,Süpernova,Marissa Meyer,TRUE,TRUE,TRUE,629,Turkish,2021,FALSE,DEX,Kitap Sepeti
1209,Sür Pulluğunu Ölülerin Kemikleri Üzerinde,Olga Tokarczuk,FALSE,TRUE,FALSE,304,Turkish,2025,FALSE,Timaş,Amazon
1210,Sürgün Gezegeni,Ursula K. Le Guin,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1211,Sütun Kapısı,N.K. Jemisin,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,DEX,Kitapyurdu
1212,Swamp Thing Efsanesi 1. Cilt,Alan Moore,TRUE,FALSE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1213,Swann'ların Tarafı,Marcel Proust,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,Yapı Kredi Yayınları,Fethiye Siyah Beyaz
1214,Сезон Дождя,Stephen King,TRUE,TRUE,FALSE,,Russian,2020,FALSE,Издательство АСТ,Dolap
1215,Şafağın Robotları,Isaac Asimov,FALSE,TRUE,TRUE,,Turkish,2023,FALSE,İthaki Yayınları,Amazon
1216,Şafak Katilleri,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,Tudem,-
1217,Şafak Yıldızının Yolculuğu,C.S. Lewis,TRUE,TRUE,TRUE,,Turkish,-,FALSE,Doğan Egmont,Gift
1218,Şair Evlenmesi,Şinasi,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Türkiye İş Bankası Kültür Yayınları,BKM Kitap
1219,Şair X,Elizabeth Acevedo,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Salon Yayınları,D&R
1220,Şampiyon,Marie Lu,TRUE,FALSE,TRUE,,Turkish,2015,FALSE,Pegasus,-
1221,Şe7t4n,Joe Hill,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1222,Şebeke Etkisi,Martha Wells,TRUE,TRUE,TRUE,,Turkish,2022,FALSE,İthaki Yayınları,Kitapyurdu
1223,Şeffaf,Stephen King,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Altın Kitaplar,İlknokta
1224,Şeker Portakalı,José Mauro de Vasconcelos,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Can Yayınları,-
1225,Şer Saati,Gabriel Garcia Marquez,FALSE,TRUE,FALSE,,Turkish,2024,FALSE,Can Yayınları,Kitapyurdu
1226,Şeytan Balığı Kayalıkları,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1227,Şeytan Çıkaran,William Peter Blatty,TRUE,TRUE,TRUE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1228,Şeytan Girdabındaki Yaratık,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1229,Şeytanın Çırağı,Şiro Hamao,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1230,Şibumi,Trevanian,FALSE,TRUE,FALSE,456,Turkish,2019,FALSE,E Yayınları,Fethiye Siyah Beyaz
1231,Şiddetin Mitolojisi,Veysel Atayman,TRUE,FALSE,FALSE,,Turkish,2019,TRUE,İthaki Yayınları,Dost Kitabevi
1232,"Şimdi ve Sonsuza Dek, Lara Jean",Jenny Han,TRUE,FALSE,TRUE,,Turkish,2018,FALSE,Pegasus,Kitapyurdu
1233,Şimşek Hırsızı,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1234,Şölen,Platon,FALSE,TRUE,FALSE,300,Turkish,2025,TRUE,Alfa Yayınları,Alfa Yayınları
1235,Şu Saatte Orada Mıydın?!,Bilal Sami Gökdemir,FALSE,FALSE,FALSE,,Turkish,-,FALSE,Kentkitap,Ankara Kitap Fuarı
1236,Taht Oyunları,George R.R. Martin,TRUE,FALSE,TRUE,,Turkish,2013,FALSE,Epsilon,D&R
1237,Takas,Victor LaValle,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,Kidega
1238,Talimatlar,"Neil Gaiman, Charles Vess",TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,D&R
1239,Tanrı,Jennifer L. Armentrout,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1240,Tanrı Olmak Zor İş,Arkadi & Boris Strugatski,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1241,Tanrı'nın Bir Kulu,Cormac McCarthy,TRUE,TRUE,FALSE,152,Turkish,2025,FALSE,İthaki Yayınları,Amazon
1242,Tanrı'nın Gözündeki Zerre,"Larry Niven, Jerry Pournelle",FALSE,TRUE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Kidega
1243,Tanrıçalar ve Tanrıça'nın Dönüşümleri,Joseph Campbell,FALSE,TRUE,FALSE,,Turkish,2020,TRUE,İthaki Yayınları,Kitapyurdu
1244,Tanrılar Okulu,Stefano D'Anna,FALSE,TRUE,FALSE,474,Turkish,2019,FALSE,Sinedie,Fethiye Siyah Beyaz
1245,Tanrılar Uyanıyor,Sylvain Neuvel,FALSE,TRUE,TRUE,408,Turkish,2025,FALSE,Pegasus,Amazon
1246,Tanrıların Kadehi,Rick Riordan,FALSE,TRUE,TRUE,256,Turkish,2025,FALSE,Xlibris,Amazon
1247,Tanrımezarı,Jay Kristoff,FALSE,TRUE,TRUE,,Turkish,2021,FALSE,Pegasus,Dolap
1248,Tarihi Değiştiren Bilginler,Ali Çimen,TRUE,FALSE,FALSE,,Turkish,-,TRUE,Timaş,-
1249,Tarihi Değiştiren Günler,Ali Çimen,TRUE,FALSE,FALSE,,Turkish,-,TRUE,Timaş,-
1250,Tarihi Değiştiren İmparatorluklar,Ali Çimen,TRUE,FALSE,FALSE,,Turkish,-,TRUE,Timaş,-
1251,Tarihi Değiştiren Kadınlar,Ali Çimen,TRUE,FALSE,FALSE,,Turkish,-,TRUE,Timaş,-
1252,Tarihi Değiştiren Savaşlar,"Ali Çimen, Göknur Göğebakan",TRUE,FALSE,FALSE,,Turkish,-,TRUE,Timaş,-
1253,Taşların Muhafızları,Pierdomenico Baccalario,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1254,Tatlı Gelir Yaşamayana Savaş,Desiderius Erasmus,TRUE,TRUE,FALSE,80,Turkish,2021,TRUE,Can Yayınları,D&R
1255,Tavşan,Mona Awad,TRUE,TRUE,FALSE,,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1256,Teen Titans: Raven,"Kami Garcia, Gabriel Picolo",TRUE,TRUE,TRUE,,Turkish,2020,FALSE,Epsilon,Kitap365
1257,Teftiş,Josh Malerman,TRUE,TRUE,FALSE,440,Turkish,2019,FALSE,İthaki Yayınları,D&R
1258,Tehlikeli Görüler,Harlan Ellison,FALSE,TRUE,FALSE,,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1259,Tekinsiz Öyküler,Arthur Conan Doyle,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,-
1260,Telepati,Leonardo Patrignani,TRUE,FALSE,TRUE,,Turkish,2015,FALSE,Pegasus,-
1261,Teneke,Yaşar Kemal,FALSE,TRUE,FALSE,160,Turkish,2019,FALSE,Yapı Kredi Yayınları,Kare Kırtasiye
1262,Tepedeki Ev,Shirley Jackson,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Siren,-
1263,Tepki,Stephen King,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Altın Kitaplar,Gift
1264,Tereyağı,Asako Yuzuki,FALSE,TRUE,FALSE,490,Turkish,2025,FALSE,İthaki Yayınları,
1265,The Alchemist,Paulo Coelho,TRUE,TRUE,FALSE,,English,2014,FALSE,Harper Collins,-
1266,The Amber Spyglass,Philip Pullman,TRUE,TRUE,TRUE,,English,2019,FALSE,Laurel Leaf Books,Bookdepository
1267,The Ask and the Answer,Patrick Ness,TRUE,FALSE,TRUE,,English,2017,FALSE,Walker Books,Arkadaş Kitabevi
1268,The Bachman Books,Stephen King,TRUE,TRUE,FALSE,978,English,2025,FALSE,Hodder & Stoughton,Amazon
1269,The Brethren,John Grisham,FALSE,FALSE,FALSE,,English,2018,FALSE,BCA,Çalış Children's Charity
1270,The Broker,John Grisham,FALSE,FALSE,FALSE,,English,2017,FALSE,Arrow Books,Çalış Children's Charity
1271,The Bunker Diary,Kevin Brooks,TRUE,FALSE,FALSE,,English,2015,FALSE,Penguin Books,Arkadaş Kitabevi
1272,The Burning Secret,Stefan Zweig,TRUE,TRUE,FALSE,94,English,2018,FALSE,Karbon Kitaplar,Gift
1273,The Catcher in the Rye,J.D. Salinger,TRUE,TRUE,FALSE,,English,2018,FALSE,Little Brown,Arkadaş Kitabevi
1274,The Change Book,"Mikael Krogerus, Roman Tschäppeler",TRUE,FALSE,FALSE,,English,2014,TRUE,Profile Books,D&R
1275,The Death Cure,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1276,The Decision Book,"Mikael Krogerus, Roman Tschäppeler",TRUE,TRUE,FALSE,,English,2014,TRUE,Profile Books,D&R
1277,The Devil's Alternative,Frederick Forsyth,FALSE,FALSE,FALSE,,English,2017,FALSE,Book Club Associates,Çalış Children's Charity
1278,The Divine Comedy,Dante Alighieri,FALSE,TRUE,FALSE,686,English,2025,FALSE,Penguin Books,Amazon
1279,The Dream Thieves,Maggie Stiefvater,TRUE,TRUE,TRUE,,English,2019,FALSE,Scholastic,Bookdepository
1280,The Eye of Minds,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1281,The Fault In Our Stars,John Green,TRUE,FALSE,FALSE,,English,2012,FALSE,Penguin Books,D&R
1282,The Fellowship of the Ring,J.R.R. Tolkien,TRUE,TRUE,TRUE,,English,2018,FALSE,Harper Collins,Çalış Children's Charity
1283,The Fever Code,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1284,The Final Detail,Harlan Coben,FALSE,FALSE,FALSE,,English,2018,FALSE,Orion Books,Çalış Children's Charity
1285,The Final Empire,Brandon Sanderson,FALSE,TRUE,TRUE,,English,2024,FALSE,Gollancz,Amazon
1286,The Four Agreements Companion Book,Miguel Ruiz,FALSE,FALSE,FALSE,,English,-,FALSE,Amber-Allen,Sahaf
1287,The Game of Lives,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1288,The Geography of You and Me,Jennifer E. Smith,TRUE,FALSE,FALSE,,English,2015,FALSE,Headline,Arkadaş Kitabevi
1289,The Girl Who Kicked the Hornets' Nest,Stieg Larsson,FALSE,FALSE,TRUE,,English,2017,FALSE,Quercus,Çalış Children's Charity
1290,The Girl Who Played With Fire,Stieg Larsson,FALSE,FALSE,TRUE,,English,2017,FALSE,Quercus,Çalış Children's Charity
1291,The Girl with the Dragon Tattoo,Stieg Larsson,FALSE,FALSE,TRUE,,English,2019,FALSE,Quercus,Çalış Children's Charity
1292,The Giver,Lois Lowry,TRUE,TRUE,TRUE,,English,2016,FALSE,Harper Collins,Arkadaş Kitabevi
1293,The Golden Compass,Philip Pullman,TRUE,TRUE,TRUE,,English,2019,FALSE,Laurel Leaf Books,Bookdepository
1294,The Goldfinch,Donna Tartt,FALSE,FALSE,FALSE,,English,2019,FALSE,Abacus,Çalış Children's Charity
1295,The Great Gatsby,F. Scott Fitzgerald,TRUE,FALSE,FALSE,,English,2017,FALSE,Picador,Çalış Children's Charity
1296,The Help,Kathryn Stockett,FALSE,FALSE,FALSE,,English,2017,FALSE,Penguin Books,Çalış Children's Charity
1297,The Hero of Ages,Brandon Sanderson,FALSE,TRUE,TRUE,,English,2024,FALSE,Gollancz,Amazon
1298,The Hide,Barry Unsworth,FALSE,FALSE,FALSE,,English,2018,FALSE,Norton,Çalış Children's Charity
1299,The Hitch-Hikers Guide to the Galaxy,Douglas Adams,TRUE,FALSE,TRUE,,English,2019,FALSE,Pan Books,Çalış Children's Charity
1300,The Hobbit,J.R.R. Tolkien,TRUE,TRUE,TRUE,,English,2018,FALSE,Harper Collins,Çalış Children's Charity
1301,The Host,Stephanie Meyer,FALSE,FALSE,FALSE,,English,2017,FALSE,Sphere,Çalış Children's Charity
1302,The Infinite Sea,Rick Yancey,TRUE,FALSE,TRUE,,English,2015,FALSE,Penguin Books,Arkadaş Kitabevi
1303,The Invisible Man,H.G. Wells,TRUE,FALSE,FALSE,,English,2017,FALSE,Collins Classics,Ada Kitabevi
1304,The Keys to the Street,Ruth Rendell,FALSE,FALSE,FALSE,,English,2018,FALSE,-,Çalış Children's Charity
1305,The Kill Order,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1306,The King in Yellow,Robert W. Chambers,FALSE,TRUE,FALSE,192,English,2025,FALSE,Wordsworth Classics,Amazon
1307,The Kite Runner,Khaled Hosseini,FALSE,FALSE,FALSE,,English,2018,FALSE,Bloomsbury,Çalış Children's Charity
1308,The Knife of Never Letting Go,Patrick Ness,TRUE,FALSE,TRUE,,English,2017,FALSE,Walker Books,Arkadaş Kitabevi
1309,The Lady From Zagreb,Philip Kerr,FALSE,FALSE,FALSE,,English,2017,FALSE,Quercus,Çalış Children's Charity
1310,The Last Star,Rick Yancey,TRUE,FALSE,TRUE,,English,2015,FALSE,Penguin Books,Arkadaş Kitabevi
1311,The Last Town,Blake Crouch,FALSE,TRUE,TRUE,320,English,2025,FALSE,Pan Books,Amazon
1312,The Left Hand of Darkness,Ursula K. Le Guin,TRUE,TRUE,FALSE,,English,2019,FALSE,Gollancz,Bookdepository
1313,The Long Dark Tea-Time of the Soul,Douglas Adams,FALSE,FALSE,FALSE,,English,2019,FALSE,Pan Books,Çalış Children's Charity
1314,The Lost World,Sir Arthur Conan Doyle,FALSE,TRUE,FALSE,,English,2023,FALSE,MK Publications,Kızılay Metro Kitap Fuarı
1315,The Lovely Bones,Alice Sebold,FALSE,FALSE,FALSE,,English,2017,FALSE,Picador,Çalış Children's Charity
1316,The Martian,Andy Weir,TRUE,TRUE,FALSE,,English,2015,FALSE,Broadway Books,Arkadaş Kitabevi
1317,The Maze Runner,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Chicken House,Remzi Kitabevi
1318,The Mimic Men,V.S. Naipaul,FALSE,FALSE,FALSE,,English,2019,FALSE,Penguin Books,Çalış Children's Charity
1319,The Ministry of Time,Kaliane Bradley,FALSE,TRUE,FALSE,353,English,2025,FALSE,Sceptre,Arkadaş Kitabevi
1320,The Name of the Wind,Patrick Rothfuss,FALSE,FALSE,TRUE,,English,2018,FALSE,Gollancz,Çalış Children's Charity
1321,The Olive Readers,Christine Aziz,FALSE,FALSE,FALSE,,English,2017,FALSE,Macmillan,Çalış Children's Charity
1322,The Origin of Species,Charles Darwin,FALSE,TRUE,FALSE,,English,2019,TRUE,Wordsworth Classics,Arkadaş Kitabevi
1323,The Priory of the Orange Tree,Samantha Shannon,FALSE,TRUE,TRUE,833,English,2025,FALSE,Bloomsbury,Amazon
1324,The Promise of Endless Summer,Martin Smith,FALSE,FALSE,FALSE,,English,2017,FALSE,Aurum Press,Çalış Children's Charity
1325,The Queen of Nothing,Holly Black,TRUE,FALSE,TRUE,,English,2020,FALSE,Hot Key Books,Bookdepository
1326,The Ransom of Red Chief And Other Stories,O. Henry,FALSE,FALSE,FALSE,,English,-,FALSE,Black Cat Publishing,Sahaf
1327,The Raven Boys,Maggie Stiefvater,FALSE,TRUE,TRUE,256,English,2026,FALSE,Viking,Amazon
1328,The Raven Boys,Maggie Stiefvater,TRUE,TRUE,TRUE,,English,2019,FALSE,Scholastic,Bookdepository
1329,The Raven King,Maggie Stiefvater,TRUE,TRUE,TRUE,,English,2019,FALSE,Scholastic,Bookdepository
1330,The Red Pyramid,Rick Riordan,TRUE,FALSE,TRUE,,English,2012,FALSE,Disney Hyperion,D&R
1331,The Restaurant at the End of the Universe,Douglas Adams,TRUE,FALSE,TRUE,,English,2019,FALSE,Pan Books,Çalış Children's Charity
1332,The Return of the King,J.R.R. Tolkien,TRUE,TRUE,TRUE,,English,2018,FALSE,Harper Collins,Çalış Children's Charity
1333,The Rockingdown Mystery,Enid Blyton,FALSE,FALSE,FALSE,,English,2017,FALSE,Armada,Çalış Children's Charity
1334,The Rosie Project,Graeme Simsion,TRUE,FALSE,TRUE,,English,2015,FALSE,Penguin Books,D&R
1335,The Rule of Thoughts,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1336,The Runaway Jury,John Grisham,FALSE,FALSE,FALSE,,English,2017,FALSE,Century Books,Çalış Children's Charity
1337,The Scorch Trials,James Dashner,TRUE,FALSE,TRUE,,English,2014,FALSE,Delacorte Press,Arkadaş Kitabevi
1338,The Screaming Staircase,Jonathan Stroud,TRUE,TRUE,TRUE,,English,2024,FALSE,Penguin Books,Amazon
1339,The Secret Life of Bees,Sue Monk Kidd,FALSE,FALSE,FALSE,,English,2018,FALSE,Penguin Books,Çalış Children's Charity
1340,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,TRUE,FALSE,FALSE,,English,2020,FALSE,Washington Square Press,Bookdepository
1341,The Shining,Stephen King,TRUE,TRUE,FALSE,,English,2023,FALSE,Hodder & Stoughton,D&R
1342,The Shock of the Fall,Nathan Filer,TRUE,FALSE,FALSE,,English,2018,FALSE,The Borough Press,Çalış Children's Charity
1343,The Song of Achilles,Madeline Miller,TRUE,FALSE,FALSE,,English,2019,FALSE,Bloomsbury,Bookdepository
1344,The Spectacular Now,Tim Tharp,TRUE,FALSE,FALSE,,English,2015,FALSE,Scholastic,Arkadaş Kitabevi
1345,The Subtle Knife,Philip Pullman,TRUE,TRUE,TRUE,,English,2019,FALSE,Laurel Leaf Books,Bookdepository
1346,The Summer Book,Tove Jansson,FALSE,FALSE,FALSE,,English,2018,FALSE,Sort of Books,Çalış Children's Charity
1347,The Time Traveler's Wife,Audrey Niffeneger,FALSE,FALSE,FALSE,,English,2017,FALSE,Vintage Books,Çalış Children's Charity
1348,The Toll,Neal Shusterman,TRUE,TRUE,TRUE,631,English,2019,FALSE,Walker Books,Bookdepository
1349,The Tools,"Phil Stutz, Barry Michels",FALSE,TRUE,FALSE,,English,2014,FALSE,Vermilion,D&R
1350,The Travelling Hornplayer,Barbara Trapido,FALSE,FALSE,FALSE,,English,2017,FALSE,Penguin Books,Çalış Children's Charity
1351,The Two Towers,J.R.R. Tolkien,TRUE,TRUE,TRUE,,English,2018,FALSE,Harper Collins,Çalış Children's Charity
1352,The War of the Worlds,H.G. Wells,TRUE,FALSE,FALSE,,English,2018,FALSE,Collins Classics,Arkadaş Kitabevi
1353,The Wasp Factory,Iain Banks,FALSE,TRUE,FALSE,244,English,2025,FALSE,Abacus,Arkadaş Kitabevi
1354,The Well of Ascension,Brandon Sanderson,FALSE,TRUE,TRUE,,English,2024,FALSE,Gollancz,Amazon
1355,The Whispering Skull,Jonathan Stroud,TRUE,TRUE,TRUE,,English,2024,FALSE,Corgi Books,Amazon
1356,The Wicked King,Holly Black,TRUE,FALSE,TRUE,,English,2019,FALSE,Hot Key Books,Bookdepository
1357,The Winds of Dune,"Brian Herbert, Kevin J. Anderson",TRUE,TRUE,TRUE,448,English,2018,FALSE,Pocket Books,Gift
1358,The World Below,Sue Miller,FALSE,FALSE,FALSE,,English,2018,FALSE,QPD,Çalış Children's Charity
1359,The 5th Wave,Rick Yancey,TRUE,FALSE,TRUE,,English,2015,FALSE,Speak,Arkadaş Kitabevi
1360,Thirteen Reasons Why,Jay Asher,TRUE,FALSE,FALSE,,English,2014,FALSE,Razor Bill,D&R
1361,This Is Not A Book,Keri Smith,TRUE,TRUE,FALSE,,English,2012,TRUE,Penguin Books,D&R
1362,Thor'un Çekici,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,2018,FALSE,Doğan Egmont,Gift
1363,Throne of Glass,Sarah J. Maas,TRUE,FALSE,TRUE,,English,2014,FALSE,Bloomsbury,Arkadaş Kitabevi
1364,Thunderhead,Neal Shusterman,TRUE,TRUE,TRUE,515,English,2019,FALSE,Walker Books,Bookdepository
1365,Tılsım,"Stephen King, Peter Straub",TRUE,TRUE,TRUE,,Turkish,2019,FALSE,Sayfa6,Kitapyurdu
1366,Tiksinti,Horacio Castellanos Moya,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,Notos Kitap,Amazon
1367,Tiran'ın Mezarı,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,2020,FALSE,Doğan Egmont,Ankara Kitap Fuarı
1368,Titan'ın Laneti,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1369,Titan'ın Sirenleri,Kurt Vonnegut,FALSE,TRUE,FALSE,312,Turkish,2019,FALSE,Can Yayınları,D&R
1370,Titanik Neredesin?,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1371,Tom Bombadil'in Maceraları,J.R.R. Tolkien,TRUE,TRUE,TRUE,304,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1372,Tom Gordon'a Aşık Olan Kız,Stephen King,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İnkılap Kitabevi,Amazon
1373,Toplum Sözleşmesi,Jean-Jacques Rousseau,TRUE,TRUE,FALSE,136,Turkish,2020,TRUE,Türkiye İş Bankası Kültür Yayınları,-
1374,Toprak,Buket Uzuner,TRUE,TRUE,TRUE,560,Turkish,2019,FALSE,Everest Yayınları,Fethiye Siyah Beyaz
1375,Toprak Ana,Cengiz Aytmatov,TRUE,FALSE,FALSE,143,Turkish,2011,FALSE,Ötüken,-
1376,Topraktan Dönenler,Ray Bradbury,TRUE,FALSE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1377,Toz ,Hugh Howey,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1378,Toz Gibi Yıldızlar,Isaac Asimov,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1379,Tuhaf Hava,Joe Hill,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Kidega
